ID_ECK,ID_b,ID_JW,name,strain_loc_plate,strain_loc_column,strain_loc_row,category_strain_1_odd_plate,category_strain_2_even_plate,comment
ECK3335,b3348,JW3310,slyX,"35, 36",H,4,verified,verified,
ECK3336,b3349,JW3311,slyD,"61, 62",E,5,verified,verified,
ECK3337,b4551,JW3312,yheV,"61, 62",C,4,verified,verified,
ECK3338,b3350,JW3313,kefB,"59, 60",D,2,verified,verified,
ECK3339,b3351,JW3314,kefG,"49, 50",E,3,verified,verified,
ECK3340,b3352,JW3315,yheS,"59, 60",E,2,verified,verified,
ECK3341,b3353,JW3316,yheT,"35, 36",A,5,verified,verified,
ECK3342,b3354,JW3317,yheU,"35, 36",B,5,verified,verified,
ECK3343,b3355,JW3318,prkB,"35, 36",C,5,verified,verified,
ECK3344,b3356,JW3319,yhfA,"35, 36",D,5,verified,verified,
ECK3345,b3357,JW5702,crp,"1, 2",F,2,mixture,mixture,1st-external
ECK3346,b3358,JW5701,yhfK,"71, 72",F,9,verified,verified,
ECK3347,b3359,JW3322,argD,"41, 42",F,10,verified,verified,
ECK3348,b3360,JW3323,pabA,"43, 44",B,8,verified,verified,
ECK3349,b3361,JW3324,fic,"47, 48",F,1,verified,verified,
ECK3350,b3362,JW3325,yhfG,"35, 36",E,5,verified,verified,
ECK3351,b3363,JW3326,ppiA,"61, 62",F,5,verified,verified,
ECK3352,b3364,JW3327,tsgA,"35, 36",F,5,verified,verified,
ECK3353,b3365,JW3328,nirB,"51, 52",A,10,verified,verified,
ECK3354,b3366,JW3329,nirD,"51, 52",B,10,verified,verified,
ECK3355,b3367,JW3330,nirC,"61, 62",D,4,verified,verified,
ECK3356,b3368,JW3331,cysG,"31, 32",F,1,verified,verified,
ECK3357,b3369,JW3332,yhfL,"35, 36",G,5,verified,use other isolate ,
ECK3358,b3370,JW3333,frlA,"61, 62",E,4,verified,verified,
ECK3359,b3371,JW5700,frlB,"71, 72",E,9,verified,verified,
ECK3360,b4474,JW5699,frlC,"73, 74",D,9,verified,verified,
ECK3361,b3374,JW3337,frlD,"83, 84",G,5,verified,verified,
ECK3362,b3375,JW5698,frlR,"71, 72",D,9,verified,verified,
ECK3363,b3376,JW3339,yhfS,"35, 36",H,5,verified,verified,
ECK3364,b3377,JW3340,yhfT,"83, 84",H,5,verified,verified,
ECK3365,b3378,JW5697,yhfU,"71, 72",C,9,verified,verified,
ECK3366,b3379,JW3342,php,"51, 52",C,10,verified,verified,
ECK3367,b3380,JW3343,yhfW,"3, 4",B,6,verified,verified,
ECK3368,b3381,JW3344,yhfX,"35, 36",A,6,verified,verified,
ECK3369,b3382,JW5696,yhfY,"71, 72",B,9,verified,verified,
ECK3370,b3383,JW5948,yhfZ,"79, 80",B,11,verified,verified,
ECK3372,b3385,JW3348,gph,"63, 64",C,6,verified,verified,
ECK3373,b3386,JW3349,rpe,"3, 4",C,6,verified,verified,
ECK3374,b3387,JW3350,dam,"81, 82",E,1,verified,verified,
ECK3375,b3388,JW3351,damX,"35, 36",B,6,verified,verified,
ECK3376,b3389,JW3352,aroB,"51, 52",D,10,verified,verified,
ECK3377,b3390,JW5947,aroK,"89, 90",H,1,verified,verified,
ECK3378,b3391,JW3354,hofQ,"5, 6",G,7,verified,verified,
ECK3379,b3392,JW5694,yrfA,"71, 72",H,8,verified,verified,
ECK3380,b3393,JW3356,yrfB,"35, 36",C,6,verified,use other isolate ,
ECK3381,b3394,JW3357,yrfC,"35, 36",D,6,verified,verified,
ECK3382,b3395,JW5693,yrfD,"87, 88",C,2,verified,verified,
ECK3383,b3396,JW3359,mrcA,"9, 10",E,6,use other isolate ,verified,
ECK3384,b3397,JW3360,nudE,"35, 36",E,6,verified,verified,
ECK3386,b3399,JW5865,yrfG,"91, 92",D,2,verified,verified,
ECK3387,b3400,JW3363,hslR,"63, 64",D,6,verified,verified,
ECK3388,b3401,JW5692,hslO,"71, 72",G,8,verified,verified,
ECK3389,b3402,JW3365,yhgE,"35, 36",F,6,verified,verified,
ECK3390,b3403,JW3366,pck,"3, 4",D,6,mixture,verified,single colony isolates from odd plate were tested by external PCR
ECK3391,b3404,JW3367,envZ,"5, 6",B,10,verified,verified,
ECK3392,b3405,JW3368,ompR,"5, 6",F,1,verified,verified,
ECK3393,b3406,JW3369,greB,"63, 64",E,7,verified,verified,
ECK3394,b3407,JW3370,yhgF,"63, 64",F,7,verified,verified,
ECK3395,b3408,JW3371,feoA,"59, 60",F,2,verified,verified,
ECK3396,b3409,JW3372,feoB,"59, 60",G,2,verified,verified,
ECK3397,b3410,JW3373,yhgG,"83, 84",A,6,verified,verified,
ECK3398,b3411,JW3374,yhgA,"35, 36",G,6,verified,verified,
ECK3399,b3412,JW3375,bioH,"89, 90",D,5,verified,verified,
ECK3400,b3413,JW5691,gntX,"71, 72",F,8,verified,verified,
ECK3401,b3414,JW3377,gntY,"35, 36",H,6,verified,verified,
ECK3402,b3415,JW5690,gntT,"59, 60",H,2,verified,verified,
ECK3403,b3416,JW3379,malQ,"51, 52",E,10,verified,verified,
ECK3404,b3417,JW5689,malP,"85, 86",D,3,verified,verified,
ECK3405,b3418,JW3381,malT,"79, 80",D,9,verified,verified,
ECK3406,b4475,JW5688,rtcA,"89, 90",B,9,verified,verified,
ECK3407,b3421,JW3384,rtcB,"79, 80",G,9,verified,verified,
ECK3408,b3422,JW3385,rtcR,"61, 62",A,9,verified,verified,
ECK3409,b3423,JW3386,glpR,"79, 80",E,9,verified,verified,
ECK3410,b3424,JW5687,glpG,"51, 52",F,10,verified,verified,
ECK3411,b3425,JW3388,glpE,"51, 52",G,10,verified,verified,
ECK3412,b3426,JW3389,glpD,"51, 52",H,10,verified,verified,
ECK3413,b3427,JW3390,yzgL,"83, 84",B,6,verified,verified,
ECK3414,b3428,JW3391,glgP,"51, 52",A,11,verified,verified,
ECK3415,b3429,JW3392,glgA,"51, 52",B,11,verified,verified,
ECK3416,b3430,JW3393,glgC,"5, 6",C,10,verified,verified,
ECK3417,b3431,JW3394,glgX,"51, 52",C,11,verified,verified,
ECK3418,b3432,JW3395,glgB,"51, 52",D,11,verified,verified,
ECK3420,b3434,JW3397,yhgN,"35, 36",A,7,verified,verified,
ECK3421,b4476,JW5686,gntU,"89, 90",B,5,verified,verified,
ECK3422,b3437,JW3400,gntK,"93, 94",G,2,verified,verified,
ECK3423,b3438,JW5946,gntR,"73, 74",F,10,verified,verified,
ECK3424,b3439,JW3402,yhhW,"27, 28",B,10,verified,verified,
ECK3425,b3440,JW3403,yhhX,"35, 36",B,7,verified,verified,
ECK3427,b3441,JW3405,yhhY,"35, 36",C,7,verified,verified,
ECK3428,b3442,JW3406,yhhZ,"35, 36",D,7,verified,verified,
ECK3429,b3443,JW5864,yrhA,"89, 90",G,1,verified,verified,
ECK3430,b3446,JW3411,yrhB,"35, 36",E,7,verified,verified,
ECK3431,b3447,JW3412,ggt,"9, 10",D,6,verified,verified,
ECK3432,b3448,JW3413,yhhA,"35, 36",F,7,verified,verified,
ECK3433,b3449,JW3414,ugpQ,"47, 48",B,10,verified,verified,
ECK3434,b3450,JW3415,ugpC,"63, 64",H,7,verified,verified,
ECK3435,b3451,JW3416,ugpE,"59, 60",A,3,verified,verified,
ECK3436,b3452,JW3417,ugpA,"59, 60",B,3,verified,verified,
ECK3437,b3453,JW3418,ugpB,"59, 60",C,3,verified,verified,
ECK3438,b3454,JW3419,livF,"85, 86",F,10,verified,verified,
ECK3439,b3455,JW3420,livG,"59, 60",D,3,verified,verified,
ECK3440,b3456,JW3421,livM,"59, 60",E,3,verified,verified,
ECK3441,b3457,JW3422,livH,"59, 60",F,3,verified,verified,
ECK3442,b3458,JW3423,livK,"59, 60",G,3,verified,verified,
ECK3443,b3459,JW3424,yhhK,"35, 36",G,7,verified,verified,
ECK3444,b3460,JW3425,livJ,"63, 64",A,8,verified,verified,
ECK3449,b3465,JW3430,yhhF,"35, 36",H,7,verified,verified,
ECK3450,b3466,JW5683,yhhL,"71, 72",D,8,verified,verified,
ECK3451,b3467,JW3432,yhhM,"35, 36",A,8,verified,verified,
ECK3452,b3468,JW3433,yhhN,"35, 36",B,8,verified,verified,
ECK3453,b3469,JW3434,zntA,"9, 10",C,6,verified,verified,
ECK3454,b3470,JW3435,yhhP,"35, 36",C,8,use other isolate ,verified,
ECK3456,b3472,JW5682,dcrB,"71, 72",C,8,verified,verified,
ECK3457,b3473,JW5945,yhhS,"71, 72",B,8,verified,verified,
ECK3458,b3474,JW5680,yhhT,"71, 72",A,8,verified,verified,
ECK3459,b3475,JW3440,acpT,"63, 64",E,6,verified,verified,
ECK3460,b3476,JW3441,nikA,"59, 60",H,3,verified,verified,
ECK3461,b3477,JW3442,nikB,"85, 86",G,7,verified,verified,
ECK3462,b3478,JW3443,nikC,"59, 60",A,4,verified,verified,
ECK3463,b3479,JW3444,nikD,"59, 60",B,4,verified,verified,
ECK3464,b3480,JW3445,nikE,"59, 60",C,4,verified,verified,
ECK3465,b3481,JW3446,nikR,"85, 86",H,8,verified,verified,
ECK3466,b3482,JW5679,rhsB,"79, 80",F,6,mixture,mixture,
ECK3467,b3483,JW3449,yhhH,"65, 66",D,9,verified,verified,
ECK3468,b4552,JW5678,yrhC,"71, 72",H,7,mixture,mixture,
ECK3469,b3484,JW3451,yhhI,"79, 80",C,7,mixture,mixture,
ECK3470,b3485,JW5677,yhhJ,"71, 72",G,7,verified,verified,
ECK3471,b3486,JW5676,rbbA,"71, 72",F,7,verified,verified,
ECK3472,b3487,JW3454,yhiI,"5, 6",H,7,verified,verified,
ECK3473,b3488,JW3455,yhiJ,"35, 36",D,8,use other isolate ,verified,
ECK3474,b3489,JW5674,yhiK,"71, 72",D,7,verified,verified,
ECK3475,b3490,JW3457,yhiL,"65, 66",E,9,verified,verified,
ECK3476,b3491,JW5944,yhiM,"87, 88",B,2,verified,verified,
ECK3477,b3492,JW3459,yhiN,"35, 36",E,8,verified,verified,
ECK3478,b3493,JW3460,pitA,"59, 60",D,4,mixture,mixture,
ECK3479,b3494,JW3461,yhiO,"63, 64",F,6,verified,verified,
ECK3480,b3495,JW3462,uspA,"63, 64",G,6,verified,verified,
ECK3481,b3496,JW3463,yhiP,"35, 36",F,8,verified,verified,
ECK3482,b3497,JW5672,yhiQ,"71, 72",C,7,verified,verified,
ECK3483,b3498,JW3465,prlC,"9, 10",B,6,verified,verified,
ECK3484,b3499,JW3466,yhiR,"35, 36",G,8,verified,verified,
ECK3485,b3500,JW3467,gor,"31, 32",E,2,verified,verified,
ECK3486,b3501,JW3468,arsR,"61, 62",B,9,verified,verified,
ECK3487,b3502,JW3469,arsB,"63, 64",B,8,verified,verified,
ECK3488,b3503,JW3470,arsC,"63, 64",H,6,verified,verified,
ECK3489,b3504,JW3471,yhiS,"65, 66",F,9,verified,verified,
ECK3490,b3506,JW3474,slp,"7, 8",E,3,verified,verified,
ECK3491,b3507,JW3475,yhiF,"35, 36",H,8,verified,verified,
ECK3492,b3508,JW5670,yhiD,"71, 72",B,7,verified,verified,
ECK3493,b3509,JW5669,hdeB,"71, 72",A,7,verified,verified,
ECK3494,b3510,JW3478,hdeA,"35, 36",A,9,verified,verified,
ECK3495,b3511,JW3479,hdeD,"35, 36",B,9,verified,verified,
ECK3496,b3512,JW3480,gadE,"83, 84",C,6,verified,verified,
ECK3497,b3513,JW3481,mdtE,"35, 36",C,9,use other isolate ,verified,
ECK3498,b3514,JW3482,mdtF,"35, 36",D,9,verified,verified,
ECK3499,b3515,JW3483,gadW,"83, 84",D,6,verified,verified,
ECK3501,b3516,JW3484,gadX,"35, 36",E,9,verified,verified,
ECK3502,b3517,JW3485,gadA,"47, 48",C,10,mixture,mixture,
ECK3503,b3518,JW3486,yhjA,"35, 36",F,9,verified,verified,
ECK3504,b3519,JW3487,treF,"51, 52",E,11,verified,verified,
ECK3505,b3520,JW3488,yhjB,"35, 36",G,9,verified,verified,
ECK3506,b3521,JW3489,yhjC,"89, 90",H,7,verified,verified,
ECK3507,b3522,JW3490,yhjD,"35, 36",H,9,verified,verified,
ECK3508,b3523,JW3491,yhjE,"35, 36",A,10,verified,verified,
ECK3509,b3524,JW3492,yhjG,"83, 84",E,6,verified,verified,
ECK3510,b3525,JW3493,yhjH,"63, 64",C,8,verified,verified,
ECK3511,b3526,JW5668,kdgK,"71, 72",H,6,verified,verified,
ECK3512,b3527,JW3495,yhjJ,"9, 10",A,6,verified,verified,
ECK3513,b3528,JW3496,dctA,"59, 60",E,4,verified,verified,
ECK3514,b3529,JW5943,yhjK,"71, 72",G,6,verified,verified,
ECK3515,b3530,JW5942,bcsC,"71, 72",F,6,verified,verified,
ECK3516,b3531,JW3499,bcsZ,"63, 64",D,8,verified,verified,
ECK3518,b3533,JW5665,bcsA,"71, 72",E,6,verified,verified,
ECK3519,b3534,JW5941,yhjQ,"71, 72",D,6,verified,verified,
ECK3520,b3535,JW3503,yhjR,"35, 36",B,10,verified,verified,
ECK3521,b3536,JW3504,bcsE,"9, 10",H,5,use other isolate ,verified,
ECK3522,b3537,JW5663,bcsF,"71, 72",C,6,verified,verified,
ECK3523,b3538,JW3506,bcsG,"35, 36",C,10,verified,verified,
ECK3526,b3539,JW3508,yhjV,"35, 36",E,10,verified,verified,
ECK3527,b3540,JW3509,dppF,"59, 60",F,4,verified,verified,
ECK3528,b3541,JW3510,dppD,"59, 60",G,4,verified,verified,
ECK3529,b3542,JW3511,dppC,"59, 60",H,4,verified,verified,
ECK3530,b3543,JW3512,dppB,"59, 60",A,5,verified,verified,
ECK3531,b3544,JW3513,dppA,"47, 48",G,1,verified,verified,
ECK3533,b3546,JW5660,eptB,"71, 72",H,5,verified,verified,
ECK3534,b3547,JW3516,yhjX,"89, 90",A,8,verified,verified,
ECK3535,b3548,JW5659,yhjY,"71, 72",G,5,verified,verified,
ECK3536,b3549,JW3518,tag,"79, 80",E,10,verified,verified,
ECK3537,b3550,JW3519,yiaC,"35, 36",F,10,verified,verified,
ECK3538,b3551,JW5940,bisC,"71, 72",F,5,verified,verified,
ECK3539,b3552,JW5657,yiaD,"35, 36",G,10,duplication,duplication,1st-external
ECK3540,b3553,JW5656,tiaE,"71, 72",E,5,verified,verified,
ECK3541,b3554,JW5655,yiaF,"71, 72",D,5,verified,verified,
ECK3542,b3555,JW3524,yiaG,"35, 36",H,10,verified,verified,
ECK3543,b3556,JW3525,cspA,"63, 64",A,7,verified,verified,
ECK3544,b4455,JW3526,hokA,"65, 66",G,9,verified,verified,
ECK3547,b3559,JW3530,glyS,"79, 80",F,10,duplication,duplication,
ECK3549,b4553,JW3532,ysaB,"35, 36",A,11,verified,verified,
ECK3550,b3561,JW3533,yiaH,"35, 36",B,11,verified,verified,
ECK3551,b3562,JW3534,yiaA,"63, 64",E,8,verified,verified,
ECK3552,b3563,JW5654,yiaB,"71, 72",C,5,verified,verified,
ECK3553,b3564,JW3536,xylB,"51, 52",F,11,verified,verified,
ECK3554,b3565,JW3537,xylA,"51, 52",G,11,verified,verified,
ECK3555,b3566,JW3538,xylF,"59, 60",B,5,verified,verified,
ECK3556,b3567,JW3539,xylG,"59, 60",C,5,verified,verified,
ECK3557,b3568,JW3540,xylH,"59, 60",D,5,verified,verified,
ECK3558,b3569,JW3541,xylR,"51, 52",H,11,verified,verified,
ECK3559,b3570,JW5653,bax,"35, 36",C,11,verified,verified,
ECK3560,b3571,JW3543,malS,"51, 52",A,12,verified,verified,
ECK3561,b3572,JW5652,avtA,"41, 42",G,10,verified,verified,
ECK3562,b3573,JW3545,yiaI,"51, 52",B,12,verified,verified,
ECK3563,b3574,JW3546,yiaJ,"35, 36",D,11,verified,verified,
ECK3564,b3575,JW3547,yiaK,"29, 30",G,12,verified,verified,
ECK3565,b3576,JW3548,yiaL,"83, 84",F,6,verified,verified,
ECK3566,b3577,JW3549,yiaM,"35, 36",E,11,verified,verified,
ECK3567,b3578,JW5651,yiaN,"71, 72",B,5,verified,verified,
ECK3568,b3579,JW3551,yiaO,"35, 36",F,11,verified,verified,
ECK3569,b3580,JW3552,lyxK,"51, 52",C,12,verified,verified,
ECK3570,b3581,JW3553,sgbH,"47, 48",D,10,verified,verified,
ECK3571,b3582,JW5650,sgbU,"71, 72",A,5,verified,verified,
ECK3572,b3583,JW3555,sgbE,"83, 84",D,11,verified,verified,
ECK3573,b3584,JW3556,yiaT,"7, 8",C,3,verified,verified,
ECK3574,b3585,JW3557,yiaU,"7, 8",F,8,verified,verified,
ECK3575,b3586,JW3558,yiaV,"35, 36",G,11,verified,verified,
ECK3576,b3587,JW3559,yiaW,"35, 36",H,11,verified,verified,
ECK3577,b3588,JW3561,aldB,"63, 64",F,8,verified,verified,
ECK3578,b3589,JW5648,yiaY,"71, 72",G,4,verified,verified,
ECK3579,b3590,JW3563,selB,"61, 62",G,5,verified,verified,
ECK3580,b3591,JW3564,selA,"61, 62",H,5,verified,verified,
ECK3581,b3592,JW3565,yibF,"83, 84",G,6,verified,verified,
ECK3582,b3593,JW3566,rhsA,"79, 80",C,6,verified,verified,
ECK3583,b3594,JW3568,yibA,"35, 36",A,12,verified,verified,
ECK3585,b3596,JW3570,yibG,"35, 36",B,12,verified,verified,
ECK3586,b3597,JW3571,yibH,"35, 36",C,12,verified,verified,
ECK3587,b3598,JW3572,yibI,"83, 84",H,6,verified,verified,
ECK3588,b3599,JW3573,mtlA,"59, 60",E,5,verified,verified,
ECK3589,b3600,JW3574,mtlD,"51, 52",D,12,verified,verified,
ECK3590,b3601,JW3575,mtlR,"85, 86",E,3,verified,verified,
ECK3591,b4554,JW3576,yibT,"35, 36",D,12,verified,verified,
ECK3592,b3602,JW3577,yibL,"35, 36",E,12,verified,verified,
ECK3593,b3603,JW3578,lldP,"85, 86",H,7,verified,verified,
ECK3594,b3604,JW3579,lldR,"51, 52",E,12,verified,use other isolate ,
ECK3595,b3605,JW3580,lldD,"5, 6",D,5,verified,verified,
ECK3596,b3606,JW3581,yibK,"89, 90",B,8,verified,verified,
ECK3597,b3607,JW3582,cysE,"41, 42",H,10,verified,verified,
ECK3599,b3609,JW3584,secB,"47, 48",H,1,verified,verified,
ECK3600,b3610,JW3585,grxC,"51, 52",F,12,verified,verified,
ECK3601,b3611,JW3586,yibN,"35, 36",F,12,use other isolate ,verified,
ECK3602,b3612,JW3587,gpmI,"3, 4",E,6,verified,verified,
ECK3603,b3613,JW5646,envC,"79, 80",G,4,use other isolate ,verified,
ECK3604,b3614,JW5645,yibQ,"71, 72",F,4,verified,verified,
ECK3605,b3615,JW3590,yibD,"65, 66",G,1,verified,verified,
ECK3606,b3616,JW3591,tdh,"47, 48",E,10,verified,verified,
ECK3607,b3617,JW3592,kbl,"47, 48",F,10,verified,verified,
ECK3608,b3618,JW5644,htrL,"71, 72",E,4,verified,verified,
ECK3609,b3619,JW3594,rfaD,"45, 46",C,5,verified,verified,
ECK3610,b3620,JW3595,rfaF,"45, 46",D,5,verified,verified,
ECK3611,b3621,JW3596,rfaC,"83, 84",B,10,verified,verified,
ECK3612,b3622,JW3597,rfaL,"45, 46",E,5,verified,verified,
ECK3614,b3624,JW3599,rfaZ,"83, 84",C,10,verified,verified,
ECK3615,b3625,JW3600,rfaY,"45, 46",F,5,verified,verified,
ECK3616,b3626,JW3601,rfaJ,"45, 46",G,5,verified,verified,
ECK3617,b3627,JW3602,rfaI,"45, 46",H,5,verified,verified,
ECK3618,b3628,JW3603,rfaB,"83, 84",D,10,verified,verified,
ECK3619,b3629,JW3604,rfaS,"45, 46",A,6,verified,verified,
ECK3620,b3630,JW3605,rfaP,"45, 46",B,6,verified,verified,
ECK3621,b3631,JW3606,rfaG,"45, 46",C,6,verified,verified,
ECK3622,b3632,JW3607,rfaQ,"45, 46",D,6,verified,verified,
ECK3625,b3635,JW3610,mutM,"81, 82",F,1,verified,verified,
ECK3626,b3636,JW3611,rpmG,"61, 62",A,6,verified,verified,
ECK3628,b3638,JW5643,yicR,"71, 72",D,4,verified,verified,
ECK3631,b3641,JW5641,ttk,"71, 72",C,4,verified,verified,
ECK3632,b3642,JW3617,pyrE,"53, 54",A,6,verified,verified,
ECK3633,b3643,JW3618,rph,"65, 66",H,9,verified,verified,
ECK3634,b3644,JW3619,yicC,"35, 36",G,12,verified,verified,
ECK3635,b3645,JW3620,dinD,"63, 64",G,8,verified,verified,
ECK3636,b3646,JW3621,yicG,"63, 64",H,8,verified,verified,
ECK3637,b3647,JW3622,ligB,"65, 66",A,10,verified,verified,
ECK3639,b3649,JW3624,rpoZ,"5, 6",G,1,verified,verified,
ECK3641,b3651,JW3626,trmH,"81, 82",G,1,verified,verified,
ECK3642,b3652,JW3627,recG,"63, 64",A,9,verified,verified,
ECK3643,b3653,JW3628,gltS,"59, 60",F,5,verified,verified,
ECK3644,b3654,JW3629,yicE,"59, 60",G,5,verified,verified,
ECK3645,b3655,JW3630,yicH,"35, 36",H,12,verified,verified,
ECK3646,b3656,JW3631,yicI,"89, 90",C,8,verified,verified,
ECK3647,b3657,JW5939,yicJ,"89, 90",D,1,verified,verified,
ECK3649,b3659,JW3633,setC,"37, 38",A,1,verified,verified,
ECK3650,b3660,JW3634,yicL,"65, 66",H,1,verified,verified,
ECK3651,b3661,JW3635,nlpA,"83, 84",E,10,verified,verified,
ECK3652,b4555,JW5965,yicS,"37, 38",B,1,verified,verified,
ECK3653,b3662,JW5938,yicM,"87, 88",H,1,verified,verified,
ECK3654,b3663,JW5637,yicN,"71, 72",B,4,verified,verified,
ECK3655,b3664,JW5636,yicO,"71, 72",A,4,verified,verified,
ECK3656,b3665,JW3640,ade,"37, 38",C,1,verified,verified,
ECK3657,b3666,JW3641,uhpT,"59, 60",H,5,verified,verified,
ECK3658,b3667,JW3642,uhpC,"67, 68",C,3,verified,verified,
ECK3659,b3668,JW3643,uhpB,"5, 6",H,1,verified,verified,
ECK3660,b3669,JW3644,uhpA,"5, 6",A,2,verified,verified,
ECK3661,b3670,JW3645,ilvN,"41, 42",A,11,verified,verified,
ECK3662,b3671,JW3646,ilvB,"41, 42",B,11,verified,verified,
ECK3663,b3672,JW3647,ivbL,"89, 90",C,6,verified,use other isolate ,1st-external
ECK3664,b3673,JW5634,emrD,"71, 72",G,3,verified,verified,
ECK3665,b3674,JW3650,yidF,"79, 80",H,9,verified,verified,
ECK3666,b3675,JW3651,yidG,"37, 38",D,1,verified,verified,
ECK3667,b3676,JW3652,yidH,"37, 38",E,1,verified,verified,
ECK3668,b3677,JW3653,yidI,"37, 38",F,1,verified,use other isolate ,
ECK3669,b3678,JW3654,yidJ,"37, 38",G,1,verified,verified,
ECK3670,b3679,JW3655,yidK,"37, 38",H,1,verified,verified,
ECK3671,b3680,JW3656,yidL,"85, 86",D,5,verified,verified,
ECK3672,b4556,JW5937,ysdC,"65, 66",B,10,verified,verified,
ECK3673,b3681,JW3658,glvG,"55, 56",F,10,verified,verified,
ECK3674,b3682,JW3659,glvB,"55, 56",G,10,verified,verified,
ECK3675,b3683,JW3660,glvC,"65, 66",C,10,verified,verified,
ECK3676,b3684,JW3661,yidP,"53, 54",D,10,verified,verified,
ECK3677,b3685,JW3662,yidE,"63, 64",B,9,verified,verified,
ECK3678,b3686,JW3663,ibpB,"63, 64",C,9,verified,verified,
ECK3679,b3687,JW3664,ibpA,"63, 64",B,7,verified,verified,
ECK3680,b3688,JW5633,yidQ,"71, 72",F,3,verified,verified,
ECK3681,b3689,JW5860,yidR,"89, 90",C,1,verified,verified,
ECK3682,b3690,JW5631,cbrA,"71, 72",D,3,verified,verified,
ECK3683,b3691,JW5859,dgoT,"89, 90",B,1,verified,verified,
ECK3684,b4478,JW5629,dgoD,"73, 74",C,9,verified,verified,
ECK3685,b4477,JW5628,dgoA,"73, 74",B,9,verified,verified,
ECK3686,b3693,JW3670,dgoK,"9, 10",F,5,verified,verified,
ECK3687,b4479,JW5627,dgoR,"73, 74",A,9,verified,verified,
ECK3688,b3696,JW5858,yidX,"89, 90",A,1,verified,verified,
ECK3689,b3697,JW3674,yidA,"37, 38",A,2,verified,verified,
ECK3690,b3698,JW3675,yidB,"63, 64",D,9,verified,verified,
ECK3692,b3700,JW3677,recF,"81, 82",H,1,verified,verified,
ECK3697,b4557,JW3682,yidD,"91, 92",H,1,verified,verified,
ECK3699,b3706,JW3684,trmE,"47, 48",A,2,verified,verified,
ECK3700,b3707,JW3685,tnaC,"67, 68",D,3,verified,verified,1st-external
ECK3701,b3708,JW3686,tnaA,"63, 64",E,9,verified,verified,
ECK3703,b3710,JW3688,mdtL,"37, 38",B,2,verified,verified,
ECK3704,b3711,JW3689,yidZ,"7, 8",G,8,verified,verified,
ECK3705,b3712,JW3690,yieE,"37, 38",C,2,verified,verified,
ECK3706,b3713,JW3691,yieF,"37, 38",D,2,verified,verified,
ECK3707,b3714,JW3692,yieG,"37, 38",E,2,verified,verified,
ECK3708,b3715,JW3693,yieH,"37, 38",F,2,verified,verified,
ECK3709,b3716,JW3694,yieI,"37, 38",G,2,verified,verified,
ECK3710,b3717,JW3695,cbrC,"37, 38",H,2,verified,verified,
ECK3711,b3718,JW5613,yieK,"71, 72",A,3,verified,verified,
ECK3712,b3719,JW5612,yieL,"71, 72",H,2,verified,verified,
ECK3713,b3720,JW3698,bglH,"83, 84",G,3,verified,verified,
ECK3714,b3721,JW3699,bglB,"51, 52",G,12,verified,verified,
ECK3715,b3722,JW3700,bglF,"55, 56",H,10,verified,verified,
ECK3716,b3723,JW3701,bglG,"1, 2",A,2,verified,verified,
ECK3717,b3724,JW3702,phoU,"53, 54",E,10,verified,use other isolate ,
ECK3718,b3725,JW3703,pstB,"5, 6",H,6,verified,verified,
ECK3719,b3726,JW3704,pstA,"55, 56",A,11,verified,verified,
ECK3720,b3727,JW3705,pstC,"55, 56",B,11,verified,verified,
ECK3721,b3728,JW3706,pstS,"55, 56",C,11,verified,verified,
ECK3724,b3731,JW3709,atpC,"93, 94",E,1,verified,verified,
ECK3725,b3732,JW3710,atpD,"93, 94",F,1,verified,verified,
ECK3726,b3733,JW3711,atpG,"93, 94",D,3,verified,verified,
ECK3727,b3734,JW3712,atpA,"93, 94",H,1,verified,verified,
ECK3728,b3735,JW3713,atpH,"93, 94",A,2,verified,verified,
ECK3729,b3736,JW3714,atpF,"93, 94",B,2,verified,verified,
ECK3730,b3737,JW3715,atpE,"93, 94",C,2,verified,verified,
ECK3731,b3738,JW3716,atpB,"93, 94",D,2,verified,verified,
ECK3732,b3739,JW5611,atpI,"71, 72",G,2,verified,verified,
ECK3733,b3740,JW3718,gidB,"81, 82",A,2,verified,verified,
ECK3734,b3741,JW3719,gidA,"81, 82",B,2,verified,verified,
ECK3736,b3742,JW3720,mioC,"81, 82",C,2,verified,verified,
ECK3737,b3743,JW3721,asnC,"1, 2",G,1,verified,verified,
ECK3738,b3744,JW3722,asnA,"41, 42",C,11,verified,verified,
ECK3739,b3745,JW5610,yieM,"73, 74",H,8,verified,verified,
ECK3740,b3746,JW3725,yieN,"63, 64",F,9,verified,verified,
ECK3741,b3747,JW5609,trkD,"71, 72",F,2,verified,verified,
ECK3742,b3748,JW5857,rbsD,"87, 88",H,12,verified,verified,
ECK3743,b3749,JW3728,rbsA,"55, 56",E,11,verified,verified,
ECK3744,b3750,JW3729,rbsC,"55, 56",F,11,verified,verified,
ECK3745,b3751,JW3730,rbsB,"5, 6",C,4,verified,verified,
ECK3746,b3752,JW3731,rbsK,"53, 54",E,1,verified,verified,
ECK3747,b3753,JW3732,rbsR,"1, 2",E,10,verified,verified,
ECK3748,b3754,JW3733,hsrA,"37, 38",A,3,verified,verified,
ECK3749,b3755,JW5608,yieP,"87, 88",G,1,verified,verified,
ECK3756,b4480,JW5607,hdfR,"87, 88",G,6,verified,verified,
ECK3757,b3764,JW3737,yifE,"37, 38",B,3,verified,verified,
